acq_date,grid_id,t2m,td2m,10u,10v,tp
2025-01-01,4431090,283.03595,274.83182,3.0234487,-4.737976,0.0
2025-01-01,4431095,282.42722,274.80554,1.8123077,-2.7952678,1.5377998e-05
2025-01-01,4431096,281.73087,274.70007,1.5493275,-2.107381,1.0371208e-05
2025-01-01,4431096,281.73087,274.70007,1.5493275,-2.107381,1.2695789e-05
2025-01-01,4431096,281.73087,274.70007,1.5493275,-2.5373738,1.0371208e-05
2025-01-01,4431096,281.73087,274.70007,1.5493275,-2.5373738,1.2695789e-05
2025-01-01,4431096,281.73087,274.70007,1.6438099,-2.107381,1.0371208e-05
2025-01-01,4431096,281.73087,274.70007,1.6438099,-2.107381,1.2695789e-05
2025-01-01,4431096,281.73087,274.70007,1.6438099,-2.5373738,1.0371208e-05
2025-01-01,4431096,281.73087,274.70007,1.6438099,-2.5373738,1.2695789e-05
2025-01-01,4431096,281.73087,274.8704,1.5493275,-2.107381,1.0371208e-05
2025-01-01,4431096,281.73087,274.8704,1.5493275,-2.107381,1.2695789e-05
2025-01-01,4431096,281.73087,274.8704,1.5493275,-2.5373738,1.0371208e-05
2025-01-01,4431096,281.73087,274.8704,1.5493275,-2.5373738,1.2695789e-05
2025-01-01,4431096,281.73087,274.8704,1.6438099,-2.107381,1.0371208e-05
2025-01-01,4431096,281.73087,274.8704,1.6438099,-2.107381,1.2695789e-05
2025-01-01,4431096,281.73087,274.8704,1.6438099,-2.5373738,1.0371208e-05
2025-01-01,4431096,281.73087,274.8704,1.6438099,-2.5373738,1.2695789e-05
2025-01-01,4431096,282.1992,274.70007,1.5493275,-2.107381,1.0371208e-05
2025-01-01,4431096,282.1992,274.70007,1.5493275,-2.107381,1.2695789e-05
2025-01-01,4431096,282.1992,274.70007,1.5493275,-2.5373738,1.0371208e-05
2025-01-01,4431096,282.1992,274.70007,1.5493275,-2.5373738,1.2695789e-05
2025-01-01,4431096,282.1992,274.70007,1.6438099,-2.107381,1.0371208e-05
2025-01-01,4431096,282.1992,274.70007,1.6438099,-2.107381,1.2695789e-05
2025-01-01,4431096,282.1992,274.70007,1.6438099,-2.5373738,1.0371208e-05
2025-01-01,4431096,282.1992,274.70007,1.6438099,-2.5373738,1.2695789e-05
2025-01-01,4431096,282.1992,274.8704,1.5493275,-2.107381,1.0371208e-05
2025-01-01,4431096,282.1992,274.8704,1.5493275,-2.107381,1.2695789e-05
2025-01-01,4431096,282.1992,274.8704,1.5493275,-2.5373738,1.0371208e-05
2025-01-01,4431096,282.1992,274.8704,1.5493275,-2.5373738,1.2695789e-05
2025-01-01,4431096,282.1992,274.8704,1.6438099,-2.107381,1.0371208e-05
2025-01-01,4431096,282.1992,274.8704,1.6438099,-2.107381,1.2695789e-05
2025-01-01,4431096,282.1992,274.8704,1.6438099,-2.5373738,1.0371208e-05
2025-01-01,4431096,282.1992,274.8704,1.6438099,-2.5373738,1.2695789e-05
2025-01-01,4431097,281.17868,274.92532,1.2597563,-1.6117554,6.0796738e-06
2025-01-01,4431097,281.17868,274.92532,1.2597563,-1.6117554,1.0371208e-05
2025-01-01,4431097,281.17868,274.92532,1.2597563,-2.2283325,6.0796738e-06
2025-01-01,4431097,281.17868,274.92532,1.2597563,-2.2283325,1.0371208e-05
2025-01-01,4431097,281.17868,274.92532,1.4736439,-1.6117554,6.0796738e-06
2025-01-01,4431097,281.17868,274.92532,1.4736439,-1.6117554,1.0371208e-05
2025-01-01,4431097,281.17868,274.92532,1.4736439,-2.2283325,6.0796738e-06
2025-01-01,4431097,281.17868,274.92532,1.4736439,-2.2283325,1.0371208e-05
2025-01-01,4431097,281.17868,274.96555,1.2597563,-1.6117554,6.0796738e-06
2025-01-01,4431097,281.17868,274.96555,1.2597563,-1.6117554,1.0371208e-05
2025-01-01,4431097,281.17868,274.96555,1.2597563,-2.2283325,6.0796738e-06
2025-01-01,4431097,281.17868,274.96555,1.2597563,-2.2283325,1.0371208e-05
