acq_date,grid_id,t2m,td2m,10u,10v,tp
2025-03-01,4431090,288.7153,287.39932,0.42202568,6.3929334,0.053417124
2025-03-01,4431095,287.9304,286.81503,-0.46888414,5.042022,0.1214264
2025-03-01,4431096,287.8587,286.68253,-0.39608955,4.2433567,0.11586111
2025-03-01,4431096,287.8587,286.68253,-0.39608955,4.2433567,0.12138498
2025-03-01,4431096,287.8587,286.68253,-0.39608955,4.683624,0.11586111
2025-03-01,4431096,287.8587,286.68253,-0.39608955,4.683624,0.12138498
2025-03-01,4431096,287.8587,286.68253,-0.41020903,4.2433567,0.11586111
2025-03-01,4431096,287.8587,286.68253,-0.41020903,4.2433567,0.12138498
2025-03-01,4431096,287.8587,286.68253,-0.41020903,4.683624,0.11586111
2025-03-01,4431096,287.8587,286.68253,-0.41020903,4.683624,0.12138498
2025-03-01,4431096,287.8587,286.67856,-0.39608955,4.2433567,0.11586111
2025-03-01,4431096,287.8587,286.67856,-0.39608955,4.2433567,0.12138498
2025-03-01,4431096,287.8587,286.67856,-0.39608955,4.683624,0.11586111
2025-03-01,4431096,287.8587,286.67856,-0.39608955,4.683624,0.12138498
2025-03-01,4431096,287.8587,286.67856,-0.41020903,4.2433567,0.11586111
2025-03-01,4431096,287.8587,286.67856,-0.41020903,4.2433567,0.12138498
2025-03-01,4431096,287.8587,286.67856,-0.41020903,4.683624,0.11586111
2025-03-01,4431096,287.8587,286.67856,-0.41020903,4.683624,0.12138498
2025-03-01,4431096,287.73444,286.68253,-0.39608955,4.2433567,0.11586111
2025-03-01,4431096,287.73444,286.68253,-0.39608955,4.2433567,0.12138498
2025-03-01,4431096,287.73444,286.68253,-0.39608955,4.683624,0.11586111
2025-03-01,4431096,287.73444,286.68253,-0.39608955,4.683624,0.12138498
2025-03-01,4431096,287.73444,286.68253,-0.41020903,4.2433567,0.11586111
2025-03-01,4431096,287.73444,286.68253,-0.41020903,4.2433567,0.12138498
2025-03-01,4431096,287.73444,286.68253,-0.41020903,4.683624,0.11586111
2025-03-01,4431096,287.73444,286.68253,-0.41020903,4.683624,0.12138498
2025-03-01,4431096,287.73444,286.67856,-0.39608955,4.2433567,0.11586111
2025-03-01,4431096,287.73444,286.67856,-0.39608955,4.2433567,0.12138498
2025-03-01,4431096,287.73444,286.67856,-0.39608955,4.683624,0.11586111
2025-03-01,4431096,287.73444,286.67856,-0.39608955,4.683624,0.12138498
2025-03-01,4431096,287.73444,286.67856,-0.41020903,4.2433567,0.11586111
2025-03-01,4431096,287.73444,286.67856,-0.41020903,4.2433567,0.12138498
2025-03-01,4431096,287.73444,286.67856,-0.41020903,4.683624,0.11586111
